BENE_ID,FRONTEND_USER_NAME,FRONTEND_USER_PASSWORD,total_claim_count,total_claim_line_count,carrier_claim_count,carrier_claim_line_count,inpatient_claim_count,inpatient_claim_line_count,partd_event_count,
20140000000598,BBUser20597,PW20597!,286,319,36,69,0,0,250,
20140000006702,BBUser26701,PW26701!,286,336,51,101,0,0,235,
20140000000138,BBUser20137,PW20137!,285,324,38,77,0,0,247,
20140000000280,BBUser20279,PW20279!,284,323,43,82,0,0,241,
20140000002456,BBUser22455,PW22455!,283,334,65,116,0,0,218,
20140000003234,BBUser23233,PW23233!,283,300,19,36,0,0,264,
20140000008049,BBUser28048,PW28048!,283,298,20,35,0,0,263,
20140000001470,BBUser21469,PW21469!,282,365,52,135,0,0,230,
20140000006885,BBUser26884,PW26884!,282,295,19,32,0,0,263,
20140000008383,BBUser28382,PW28382!,281,319,58,96,0,0,223,
20140000001901,BBUser21900,PW21900!,280,299,26,45,0,0,254,
20140000006207,BBUser26206,PW26206!,280,348,61,129,0,0,219,
20140000006412,BBUser26411,PW26411!,280,331,61,112,0,0,219,
20140000007267,BBUser27266,PW27266!,279,343,51,102,1,14,227,
20140000002301,BBUser22300,PW22300!,278,363,46,131,0,0,232,
20140000002640,BBUser22639,PW22639!,278,292,20,34,0,0,258,
20140000003272,BBUser23271,PW23271!,278,334,64,120,0,0,214,
20140000005210,BBUser25209,PW25209!,278,332,42,96,0,0,236,
20140000003773,BBUser23772,PW23772!,277,347,57,127,0,0,220,
20140000009294,BBUser29293,PW29293!,277,332,43,98,0,0,234,
20140000003703,BBUser23702,PW23702!,276,323,54,101,0,0,222,
20140000005986,BBUser25985,PW25985!,275,296,23,44,0,0,252,
20140000007919,BBUser27918,PW27918!,275,328,49,102,0,0,226,
20140000004378,BBUser24377,PW24377!,274,345,48,119,0,0,226,
20140000006043,BBUser26042,PW26042!,274,299,27,52,0,0,247,
20140000001687,BBUser21686,PW21686!,273,300,23,50,0,0,250,
20140000005563,BBUser25562,PW25562!,273,334,40,101,0,0,233,
20140000005483,BBUser25482,PW25482!,272,294,22,44,0,0,250,
20140000006983,BBUser26982,PW26982!,271,293,22,44,0,0,249,
20140000006732,BBUser26731,PW26731!,270,335,57,122,0,0,213,
20140000006907,BBUser26906,PW26906!,270,282,20,32,0,0,250,
20140000002400,BBUser22399,PW22399!,269,312,39,82,0,0,230,
20140000002898,BBUser22897,PW22897!,269,310,43,84,0,0,226,
20140000007694,BBUser27693,PW27693!,269,274,10,15,0,0,259,
20140000002682,BBUser22681,PW22681!,268,292,40,64,0,0,228,
20140000009286,BBUser29285,PW29285!,267,325,62,120,0,0,205,
20140000000455,BBUser20454,PW20454!,266,291,40,51,1,15,225,
20140000006519,BBUser26518,PW26518!,266,348,61,143,0,0,205,
20140000007359,BBUser27358,PW27358!,266,301,38,73,0,0,228,
20140000007636,BBUser27635,PW27635!,265,315,49,99,0,0,216,
20140000004218,BBUser24217,PW24217!,264,302,44,82,0,0,220,
20140000006262,BBUser26261,PW26261!,264,319,63,118,0,0,201,
20140000005598,BBUser25597,PW25597!,263,282,26,45,0,0,237,
20140000006378,BBUser26377,PW26377!,263,319,40,96,0,0,223,
20140000000610,BBUser20609,PW20609!,262,292,37,67,0,0,225,
20140000005086,BBUser25085,PW25085!,262,303,60,101,0,0,202,
20140000005450,BBUser25449,PW25449!,261,317,51,107,0,0,210,
20140000007644,BBUser27643,PW27643!,261,311,43,93,0,0,218,
20140000008189,BBUser28188,PW28188!,261,295,42,76,0,0,219,
20140000000860,BBUser20859,PW20859!,260,317,60,117,0,0,200,
20140000008601,BBUser28600,PW28600!,260,286,39,65,0,0,221,
20140000001101,BBUser21100,PW21100!,259,322,64,127,0,0,195,
20140000000837,BBUser20836,PW20836!,256,272,17,33,0,0,239,
20140000007001,BBUser27000,PW27000!,254,312,44,102,0,0,210,
20140000009094,BBUser29093,PW29093!,254,312,62,120,0,0,192,
20140000003674,BBUser23673,PW23673!,253,285,40,72,0,0,213,
20140000000062,BBUser20061,PW20061!,252,311,60,119,0,0,192,
20140000002514,BBUser22513,PW22513!,251,269,33,51,0,0,218,
20140000002585,BBUser22584,PW22584!,251,301,38,78,1,11,212,
20140000003607,BBUser23606,PW23606!,251,296,53,98,0,0,198,
20140000006047,BBUser26046,PW26046!,251,314,59,122,0,0,192,
20140000007145,BBUser27144,PW27144!,251,305,16,70,0,0,235,
20140000004255,BBUser24254,PW24254!,250,268,21,39,0,0,229,
20140000004606,BBUser24605,PW24605!,250,315,41,92,1,15,208,
20140000001937,BBUser21936,PW21936!,249,299,50,100,0,0,199,
20140000002380,BBUser22379,PW22379!,249,282,25,58,0,0,224,
20140000002388,BBUser22387,PW22387!,249,265,18,34,0,0,231,
20140000007315,BBUser27314,PW27314!,249,278,21,50,0,0,228,
20140000008172,BBUser28171,PW28171!,249,315,63,129,0,0,186,
20140000000877,BBUser20876,PW20876!,248,302,56,110,0,0,192,
20140000006006,BBUser26005,PW26005!,248,280,36,68,0,0,212,
20140000006631,BBUser26630,PW26630!,247,322,57,132,0,0,190,
20140000006116,BBUser26115,PW26115!,246,313,66,133,0,0,180,
20140000000368,BBUser20367,PW20367!,244,294,46,96,0,0,198,
20140000002177,BBUser22176,PW22176!,244,292,54,102,0,0,190,
20140000003822,BBUser23821,PW23821!,244,290,39,74,1,12,204,
20140000003093,BBUser23092,PW23092!,243,310,71,138,0,0,172,
20140000003350,BBUser23349,PW23349!,243,287,42,86,0,0,201,
20140000006756,BBUser26755,PW26755!,243,273,42,72,0,0,201,
20140000007705,BBUser27704,PW27704!,243,295,44,82,1,15,198,
20140000004651,BBUser24650,PW24650!,242,266,18,42,0,0,224,
20140000001274,BBUser21273,PW21273!,241,288,54,101,0,0,187,
20140000004007,BBUser24006,PW24006!,241,270,24,53,0,0,217,
20140000006080,BBUser26079,PW26079!,241,285,28,55,1,18,212,
20140000007790,BBUser27789,PW27789!,241,301,60,120,0,0,181,
20140000008814,BBUser28813,PW28813!,241,280,42,81,0,0,199,
20140000008854,BBUser28853,PW28853!,241,254,19,32,0,0,222,
20140000002797,BBUser22796,PW22796!,240,283,46,82,1,8,193,
20140000003742,BBUser23741,PW23741!,240,264,29,53,0,0,211,
20140000001891,BBUser21890,PW21890!,239,318,52,119,1,13,186,
20140000003456,BBUser23455,PW23455!,239,258,31,49,1,2,207,
20140000002496,BBUser22495,PW22495!,238,256,15,33,0,0,223,
20140000002786,BBUser22785,PW22785!,238,305,52,119,0,0,186,
20140000006728,BBUser26727,PW26727!,238,282,45,89,0,0,193,
20140000000329,BBUser20328,PW20328!,237,291,50,86,1,19,186,
20140000000762,BBUser20761,PW20761!,237,272,36,71,0,0,201,
20140000005927,BBUser25926,PW25926!,236,298,52,98,1,17,183,
20140000006463,BBUser26462,PW26462!,236,330,40,134,0,0,196,
20140000001110,BBUser21109,PW21109!,235,259,22,46,0,0,213,
20140000002899,BBUser22898,PW22898!,235,284,50,99,0,0,185,
20140000005712,BBUser25711,PW25711!,235,249,15,29,0,0,220,
20140000001620,BBUser21619,PW21619!,234,283,40,89,0,0,194,
20140000001704,BBUser21703,PW21703!,234,257,22,45,0,0,212,
20140000002826,BBUser22825,PW22825!,234,271,58,95,0,0,176,
20140000003588,BBUser23587,PW23587!,234,252,35,53,0,0,199,
20140000006886,BBUser26885,PW26885!,234,251,16,33,0,0,218,
20140000008323,BBUser28322,PW28322!,234,262,45,73,0,0,189,
20140000003735,BBUser23734,PW23734!,233,256,12,35,0,0,221,
20140000004127,BBUser24126,PW24126!,233,275,35,77,0,0,198,
20140000007430,BBUser27429,PW27429!,233,285,53,105,0,0,180,
20140000007497,BBUser27496,PW27496!,233,275,24,66,0,0,209,
20140000006607,BBUser26606,PW26606!,232,255,29,52,0,0,203,
20140000008806,BBUser28805,PW28805!,232,257,40,65,0,0,192,
20140000002499,BBUser22498,PW22498!,231,252,45,66,0,0,186,
20140000003462,BBUser23461,PW23461!,231,254,19,42,0,0,212,
20140000004546,BBUser24545,PW24545!,231,236,13,18,0,0,218,
20140000005487,BBUser25486,PW25486!,231,280,52,101,0,0,179,
20140000007135,BBUser27134,PW27134!,231,294,67,111,1,20,163,
20140000002497,BBUser22496,PW22496!,230,277,64,111,0,0,166,
20140000006200,BBUser26199,PW26199!,230,281,49,100,0,0,181,
20140000002506,BBUser22505,PW22505!,229,242,17,30,0,0,212,
20140000004884,BBUser24883,PW24883!,229,314,53,99,3,42,173,
20140000006228,BBUser26227,PW26227!,229,244,24,39,0,0,205,
20140000007693,BBUser27692,PW27692!,228,285,30,87,0,0,198,
20140000000437,BBUser20436,PW20436!,227,276,27,58,1,19,199,
20140000001695,BBUser21694,PW21694!,227,272,30,75,0,0,197,
20140000005760,BBUser25759,PW25759!,227,269,40,82,0,0,187,
20140000000618,BBUser20617,PW20617!,226,270,24,52,1,17,201,
20140000002668,BBUser22667,PW22667!,226,264,49,87,0,0,177,
20140000003504,BBUser23503,PW23503!,226,268,31,62,1,12,194,
20140000009417,BBUser29416,PW29416!,226,265,59,98,0,0,167,
20140000001346,BBUser21345,PW21345!,225,247,14,36,0,0,211,
20140000002778,BBUser22777,PW22777!,225,270,47,92,0,0,178,
20140000007855,BBUser27854,PW27854!,225,230,10,15,0,0,215,
20140000003229,BBUser23228,PW23228!,224,261,53,90,0,0,171,
20140000008792,BBUser28791,PW28791!,224,279,44,99,0,0,180,
20140000000058,BBUser20057,PW20057!,223,228,4,9,0,0,219,
20140000000555,BBUser20554,PW20554!,223,311,46,113,1,22,176,
20140000004618,BBUser24617,PW24617!,223,251,36,64,0,0,187,
20140000001059,BBUser21058,PW21058!,222,278,55,111,0,0,167,
20140000004637,BBUser24636,PW24636!,222,223,10,11,0,0,212,
20140000007561,BBUser27560,PW27560!,222,249,33,60,0,0,189,
20140000009638,BBUser29637,PW29637!,222,281,52,111,0,0,170,
20140000002879,BBUser22878,PW22878!,221,271,26,76,0,0,195,
20140000004036,BBUser24035,PW24035!,221,287,50,116,0,0,171,
20140000004358,BBUser24357,PW24357!,221,280,44,103,0,0,177,
20140000001883,BBUser21882,PW21882!,220,292,39,111,0,0,181,
20140000003167,BBUser23166,PW23166!,220,345,68,193,0,0,152,
20140000006923,BBUser26922,PW26922!,220,259,33,72,0,0,187,
20140000008433,BBUser28432,PW28432!,220,269,64,113,0,0,156,
20140000008531,BBUser28530,PW28530!,220,244,19,43,0,0,201,
20140000001265,BBUser21264,PW21264!,219,254,35,70,0,0,184,
20140000004317,BBUser24316,PW24316!,219,261,29,71,0,0,190,
20140000000105,BBUser20104,PW20104!,218,259,30,71,0,0,188,
20140000001415,BBUser21414,PW21414!,218,247,40,69,0,0,178,
20140000006061,BBUser26060,PW26060!,218,254,26,62,0,0,192,
20140000007244,BBUser27243,PW27243!,218,230,19,31,0,0,199,
20140000008235,BBUser28234,PW28234!,218,276,64,110,1,13,153,
20140000005443,BBUser25442,PW25442!,217,259,30,55,1,18,186,
20140000006851,BBUser26850,PW26850!,217,267,34,84,0,0,183,
20140000001892,BBUser21891,PW21891!,216,249,33,66,0,0,183,
20140000002855,BBUser22854,PW22854!,216,238,26,48,0,0,190,
20140000006127,BBUser26126,PW26126!,216,288,42,114,0,0,174,
20140000008181,BBUser28180,PW28180!,216,243,38,65,0,0,178,
20140000009822,BBUser29821,PW29821!,216,269,38,91,0,0,178,
20140000000894,BBUser20893,PW20893!,215,287,58,130,0,0,157,
20140000000009,BBUser20008,PW20008!,214,283,55,124,0,0,159,
20140000000893,BBUser20892,PW20892!,214,242,23,42,1,10,190,
20140000000955,BBUser20954,PW20954!,214,272,34,92,0,0,180,
20140000004866,BBUser24865,PW24865!,214,245,26,57,0,0,188,
20140000006341,BBUser26340,PW26340!,214,255,44,85,0,0,170,
20140000006662,BBUser26661,PW26661!,214,308,60,154,0,0,154,
20140000006699,BBUser26698,PW26698!,214,237,32,55,0,0,182,
20140000006919,BBUser26918,PW26918!,214,221,18,25,0,0,196,
20140000007233,BBUser27232,PW27232!,214,249,31,50,1,17,182,
20140000009789,BBUser29788,PW29788!,214,247,37,70,0,0,177,
20140000000112,BBUser20111,PW20111!,213,225,12,24,0,0,201,
20140000000213,BBUser20212,PW20212!,213,233,27,47,0,0,186,
20140000000421,BBUser20420,PW20420!,213,225,5,17,0,0,208,
20140000004675,BBUser24674,PW24674!,213,299,40,126,0,0,173,
20140000005817,BBUser25816,PW25816!,213,272,43,102,0,0,170,
20140000007454,BBUser27453,PW27453!,213,276,37,100,0,0,176,
20140000007827,BBUser27826,PW27826!,213,363,58,208,0,0,155,
20140000008840,BBUser28839,PW28839!,213,226,16,29,0,0,197,
20140000009727,BBUser29726,PW29726!,213,246,56,89,0,0,157,
20140000009855,BBUser29854,PW29854!,213,240,32,59,0,0,181,
20140000000137,BBUser20136,PW20136!,212,258,43,89,0,0,169,
20140000000158,BBUser20157,PW20157!,212,245,34,67,0,0,178,
20140000001745,BBUser21744,PW21744!,212,258,35,81,0,0,177,
20140000003761,BBUser23760,PW23760!,212,313,53,154,0,0,159,
20140000003869,BBUser23868,PW23868!,212,247,49,84,0,0,163,
20140000004038,BBUser24037,PW24037!,212,310,56,136,1,19,155,
20140000005107,BBUser25106,PW25106!,212,338,63,189,0,0,149,
20140000005942,BBUser25941,PW25941!,212,258,34,67,1,14,177,
20140000006407,BBUser26406,PW26406!,212,265,44,97,0,0,168,
20140000000184,BBUser20183,PW20183!,211,247,46,82,0,0,165,
20140000000723,BBUser20722,PW20722!,211,256,45,90,0,0,166,
20140000001975,BBUser21974,PW21974!,211,266,53,103,1,6,157,
20140000002176,BBUser22175,PW22175!,211,235,25,49,0,0,186,
20140000005994,BBUser25993,PW25993!,211,241,43,73,0,0,168,
20140000006211,BBUser26210,PW26210!,211,266,49,104,0,0,162,
20140000008056,BBUser28055,PW28055!,211,241,34,64,0,0,177,
20140000002111,BBUser22110,PW22110!,210,283,51,112,1,13,158,
20140000006438,BBUser26437,PW26437!,210,242,32,47,1,18,177,
20140000007300,BBUser27299,PW27299!,210,239,23,52,0,0,187,
20140000004177,BBUser24176,PW24176!,209,274,53,118,0,0,156,
20140000004296,BBUser24295,PW24295!,209,242,41,74,0,0,168,
20140000004976,BBUser24975,PW24975!,209,236,25,52,0,0,184,
20140000005440,BBUser25439,PW25439!,209,272,48,111,0,0,161,
20140000006895,BBUser26894,PW26894!,209,274,62,112,1,16,146,
20140000008882,BBUser28881,PW28881!,209,278,70,139,0,0,139,
20140000001998,BBUser21997,PW21997!,208,222,31,45,0,0,177,
20140000003042,BBUser23041,PW23041!,208,277,39,80,2,30,167,
20140000004048,BBUser24047,PW24047!,208,217,7,16,0,0,201,
20140000000981,BBUser20980,PW20980!,207,222,18,33,0,0,189,
20140000002262,BBUser22261,PW22261!,207,231,42,66,0,0,165,
20140000003594,BBUser23593,PW23593!,207,262,51,106,0,0,156,
20140000004193,BBUser24192,PW24192!,207,228,39,60,0,0,168,
20140000004794,BBUser24793,PW24793!,207,230,23,46,0,0,184,
20140000008003,BBUser28002,PW28002!,207,237,32,62,0,0,175,
20140000007456,BBUser27455,PW27455!,206,230,33,57,0,0,173,
20140000008014,BBUser28013,PW28013!,206,262,45,101,0,0,161,
20140000002140,BBUser22139,PW22139!,205,240,38,73,0,0,167,
20140000003848,BBUser23847,PW23847!,205,233,18,46,0,0,187,
20140000004733,BBUser24732,PW24732!,205,250,29,74,0,0,176,
20140000005402,BBUser25401,PW25401!,205,235,27,57,0,0,178,
20140000006424,BBUser26423,PW26423!,205,242,33,70,0,0,172,
20140000000818,BBUser20817,PW20817!,204,271,38,105,0,0,166,
20140000000966,BBUser20965,PW20965!,204,234,24,44,1,11,179,
20140000001948,BBUser21947,PW21947!,204,240,61,97,0,0,143,
20140000006455,BBUser26454,PW26454!,204,270,43,101,1,9,160,
20140000007814,BBUser27813,PW27813!,204,263,44,95,1,9,159,
20140000008902,BBUser28901,PW28901!,204,240,46,62,1,21,157,
20140000009061,BBUser29060,PW29060!,204,208,7,11,0,0,197,
20140000009640,BBUser29639,PW29639!,204,265,38,99,0,0,166,
20140000002813,BBUser22812,PW22812!,203,239,55,91,0,0,148,
20140000003596,BBUser23595,PW23595!,203,249,49,95,0,0,154,
20140000004979,BBUser24978,PW24978!,203,261,62,120,0,0,141,
20140000006794,BBUser26793,PW26793!,203,254,55,106,0,0,148,
20140000009988,BBUser29987,PW29987!,203,258,35,90,0,0,168,
20140000001324,BBUser21323,PW21323!,202,253,40,91,0,0,162,
20140000004463,BBUser24462,PW24462!,202,262,51,111,0,0,151,
20140000004988,BBUser24987,PW24987!,202,266,32,96,0,0,170,
20140000007166,BBUser27165,PW27165!,202,229,31,58,0,0,171,
20140000008386,BBUser28385,PW28385!,202,251,59,108,0,0,143,
20140000008895,BBUser28894,PW28894!,202,220,19,37,0,0,183,
20140000009826,BBUser29825,PW29825!,202,237,48,83,0,0,154,
20140000002169,BBUser22168,PW22168!,201,221,25,45,0,0,176,
20140000002448,BBUser22447,PW22447!,201,226,40,65,0,0,161,
20140000007727,BBUser27726,PW27726!,201,273,64,136,0,0,137,
20140000007984,BBUser27983,PW27983!,201,272,46,117,0,0,155,
20140000008984,BBUser28983,PW28983!,201,260,62,121,0,0,139,
20140000001425,BBUser21424,PW21424!,200,271,56,127,0,0,144,
20140000002742,BBUser22741,PW22741!,200,215,20,35,0,0,180,
20140000002928,BBUser22927,PW22927!,200,206,8,14,0,0,192,
20140000004069,BBUser24068,PW24068!,200,230,44,74,0,0,156,
20140000004178,BBUser24177,PW24177!,200,255,67,122,0,0,133,
20140000005247,BBUser25246,PW25246!,200,252,47,99,0,0,153,
20140000000800,BBUser20799,PW20799!,199,264,56,121,0,0,143,
20140000001926,BBUser21925,PW21925!,199,233,49,83,0,0,150,
20140000002304,BBUser22303,PW22303!,199,261,60,122,0,0,139,
20140000004746,BBUser24745,PW24745!,199,233,39,73,0,0,160,
20140000005752,BBUser25751,PW25751!,199,248,65,114,0,0,134,
20140000009318,BBUser29317,PW29317!,199,220,34,55,0,0,165,
20140000000654,BBUser20653,PW20653!,198,221,48,71,0,0,150,
20140000001866,BBUser21865,PW21865!,198,222,37,61,0,0,161,
20140000002465,BBUser22464,PW22464!,198,246,55,103,0,0,143,
20140000005725,BBUser25724,PW25724!,198,250,46,98,0,0,152,
20140000006592,BBUser26591,PW26591!,198,220,22,44,0,0,176,
20140000006898,BBUser26897,PW26897!,198,264,40,83,2,25,156,
20140000000766,BBUser20765,PW20765!,197,278,55,114,1,23,141,
20140000001585,BBUser21584,PW21584!,197,231,19,53,0,0,178,
20140000001949,BBUser21948,PW21948!,197,215,22,40,0,0,175,
20140000002669,BBUser22668,PW22668!,197,311,49,134,2,31,146,
20140000003682,BBUser23681,PW23681!,197,243,30,76,0,0,167,
20140000005189,BBUser25188,PW25188!,197,233,51,87,0,0,146,
20140000008060,BBUser28059,PW28059!,197,246,55,104,0,0,142,
20140000009216,BBUser29215,PW29215!,197,250,47,100,0,0,150,
20140000009557,BBUser29556,PW29556!,197,306,43,152,0,0,154,
20140000003766,BBUser23765,PW23765!,196,222,30,56,0,0,166,
20140000009437,BBUser29436,PW29436!,196,242,48,94,0,0,148,
20140000009714,BBUser29713,PW29713!,196,198,8,10,0,0,188,
20140000002790,BBUser22789,PW22789!,195,215,32,52,0,0,163,
20140000005209,BBUser25208,PW25208!,195,236,45,86,0,0,150,
20140000006512,BBUser26511,PW26511!,195,227,50,82,0,0,145,
20140000007607,BBUser27606,PW27606!,195,215,30,50,0,0,165,
20140000009275,BBUser29274,PW29274!,195,221,21,43,1,5,173,
20140000000592,BBUser20591,PW20591!,194,246,24,76,0,0,170,
20140000001222,BBUser21221,PW21221!,194,217,39,62,0,0,155,
20140000002850,BBUser22849,PW22849!,194,227,22,55,0,0,172,
20140000004334,BBUser24333,PW24333!,194,203,11,20,0,0,183,
20140000004375,BBUser24374,PW24374!,194,242,41,89,0,0,153,
20140000004977,BBUser24976,PW24976!,194,211,32,49,0,0,162,
20140000005222,BBUser25221,PW25221!,194,239,37,82,0,0,157,
20140000006598,BBUser26597,PW26597!,194,223,22,51,0,0,172,
20140000006671,BBUser26670,PW26670!,194,215,31,52,0,0,163,
20140000008699,BBUser28698,PW28698!,194,236,33,58,1,18,160,
20140000001390,BBUser21389,PW21389!,193,246,46,99,0,0,147,
20140000001805,BBUser21804,PW21804!,193,281,42,130,0,0,151,
20140000002846,BBUser22845,PW22845!,193,237,29,73,0,0,164,
20140000005436,BBUser25435,PW25435!,193,211,27,45,0,0,166,
20140000005700,BBUser25699,PW25699!,193,240,33,80,0,0,160,
20140000008252,BBUser28251,PW28251!,193,222,29,58,0,0,164,
20140000000891,BBUser20890,PW20890!,192,225,37,70,0,0,155,
20140000002573,BBUser22572,PW22572!,192,223,33,64,0,0,159,
20140000004073,BBUser24072,PW24072!,192,227,40,75,0,0,152,
20140000004125,BBUser24124,PW24124!,192,238,50,96,0,0,142,
20140000006783,BBUser26782,PW26782!,192,235,40,83,0,0,152,
20140000000165,BBUser20164,PW20164!,191,231,28,68,0,0,163,
